message_id,channel,message,category,sentiment,urgency,summary,product_mentioned,classifier
691,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
692,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
693,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
694,in-app,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
695,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
696,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
697,chat,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap.",Transactional Request,neutral,high,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help? pls re",Sneakers,rule_based
698,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
699,whatsapp,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
700,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
701,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
702,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
703,chat,Refund me. The blender stopped working after 3 uses. Pls respond asap.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses. pls respond asap,Blender,rule_based
704,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
705,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
706,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
707,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
708,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
709,email,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
710,in-app,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.,Inquiry,positive,high,Customer asks about that coffee press is amazing but i wish it came in 1.5l too. pls respond asap,Coffee Press,rule_based
711,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
712,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
713,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
714,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
715,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
716,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
717,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
718,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
719,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
720,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
721,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
722,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
723,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
724,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
725,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
726,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
727,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
728,in-app,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
729,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
730,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
731,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
732,whatsapp,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
733,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
734,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
735,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
736,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
737,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
738,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
739,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
740,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
741,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
742,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
743,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
744,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
745,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
746,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
747,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
748,chat,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
749,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
750,email,My t-shirt arrived but the material feels cheap… kinda itchy. Pls respond asap.,Complaint,negative,high,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy. pls respond asap,T-shirt,rule_based
751,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
752,whatsapp,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
753,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
754,chat,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
755,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
756,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
757,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
758,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
759,email,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
760,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear. Pls respond asap.,Inquiry,neutral,high,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear. pls respond,EarBuds,rule_based
761,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
762,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
763,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
764,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
765,email,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
766,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
767,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
768,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
769,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
770,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
771,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
772,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
773,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
774,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
775,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
776,chat,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
777,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
778,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
779,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
780,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
781,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
782,email,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
783,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
784,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
785,whatsapp,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
786,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
787,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
788,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
789,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
790,email,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.,Inquiry,positive,high,Customer asks about that coffee press is amazing but i wish it came in 1.5l too. pls respond asap,Coffee Press,rule_based
791,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
792,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
793,chat,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
794,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
795,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
796,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
797,email,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
798,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
799,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
800,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
801,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
802,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
803,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
804,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
805,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
806,whatsapp,Refund me. The blender stopped working after 3 uses. Pls respond asap.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses. pls respond asap,Blender,rule_based
807,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
808,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
809,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
810,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear. Pls respond asap.,Inquiry,neutral,high,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear. pls respond,EarBuds,rule_based
811,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
812,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
813,chat,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
814,whatsapp,Your prices increasing every week???? What’s going on?? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week???? what’s going on?? pls respond asap,,rule_based
815,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
816,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
817,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous,,rule_based
818,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
819,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
820,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
821,in-app,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
822,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
823,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
824,email,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
825,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
826,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
827,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
828,email,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.,Inquiry,positive,high,Customer asks about that coffee press is amazing but i wish it came in 1.5l too. pls respond asap,Coffee Press,rule_based
829,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
830,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
831,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
832,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
833,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
834,whatsapp,Refund me. The blender stopped working after 3 uses. Pls respond asap.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses. pls respond asap,Blender,rule_based
835,chat,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
836,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear. Pls respond asap.,Inquiry,neutral,high,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear. pls respond,EarBuds,rule_based
837,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
838,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
839,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
840,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
841,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
842,email,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
843,email,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
844,chat,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
845,chat,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt?? only black is boring (no offense,,rule_based
846,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
847,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
848,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
849,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
850,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
851,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
